   0.05522,   0.03812,   0.01548,   0.02518,  -0.01963,  -0.00023,  -0.03627,  -0.03118,   0.04459,  -0.01640,  -0.03396,  -0.00208,   0.02518,  -0.04966,   0.02426,   0.04967,  -0.04412,   0.00717,   0.00670,   0.04043,   0.02472,   0.04782,   0.02287,   0.01225,  -0.05844,  -0.03488,   0.03396,  -0.00854,  -0.01640,  -0.05475,   0.00439,  -0.00993
  -0.04828,  -0.02518,  -0.00439,  -0.05475,   0.04413,  -0.04966,  -0.02518,   0.00855,  -0.05798,   0.00023,   0.05568,  -0.03904,   0.00070,  -0.03211,  -0.04042,   0.02149,  -0.02425,  -0.01132,  -0.04089,   0.02749,  -0.00762,  -0.02564,   0.00532,  -0.00901,   0.02380,  -0.02841,   0.05522,  -0.04643,   0.02287,   0.02518,  -0.03534,   0.00023
  -0.04828,  -0.05244,   0.05614,  -0.02333,   0.03073,  -0.00623,  -0.04643,  -0.04042,  -0.01917,  -0.01270,  -0.00392,  -0.02564,  -0.02333,   0.02426,   0.02149,   0.02518,   0.00347,   0.00901,  -0.02564,   0.01132,  -0.00762,   0.04413,   0.05799,  -0.02471,   0.04829,  -0.03257,   0.00578,   0.04829,  -0.02610,   0.00116,   0.05799,   0.03951
   0.04136,  -0.04320,   0.03627,   0.04967,   0.04644,  -0.04042,  -0.04181,  -0.01178,  -0.02333,   0.04782,   0.00486,  -0.02240,  -0.02425,  -0.01270,   0.01964,  -0.04689,  -0.05798,   0.01363,   0.01086,   0.02888,  -0.04273,   0.01502,  -0.05105,   0.05060,  -0.04504,  -0.03811,   0.05706,  -0.01825,  -0.02564,  -0.04458,  -0.00577,   0.04644
   0.01687,  -0.02841,  -0.00947,  -0.02795,   0.01872,   0.01733,  -0.01871,   0.05753,  -0.00670,   0.03997,   0.00023,   0.03812,   0.05337,  -0.01085,  -0.04920,   0.00254,  -0.00115,   0.04690,  -0.05428,  -0.00300,  -0.00716,  -0.00670,   0.01502,   0.04551,   0.00717,  -0.05151,   0.02749,  -0.04828,  -0.03534,   0.03211,  -0.01363,  -0.00023
   0.05706,   0.04228,  -0.04135,   0.00578,  -0.05752,   0.00486,   0.04413,  -0.02333,  -0.02287,  -0.00901,  -0.02564,  -0.04135,   0.05198,   0.03951,  -0.00069,   0.00254,   0.05429,  -0.04089,  -0.05659,  -0.05890,  -0.01825,  -0.03673,  -0.04412,   0.05291,   0.05060,  -0.00623,   0.02056,  -0.00392,   0.05152,   0.01502,  -0.03580,   0.01641
   0.05429,   0.00023,   0.01225,  -0.04874,  -0.03996,  -0.03257,   0.00393,   0.05522,  -0.03396,   0.01502,   0.02518,  -0.01547,   0.05475,   0.00809,  -0.01686,  -0.04227,  -0.04782,  -0.01039,   0.01225,  -0.00993,  -0.05567,  -0.05428,  -0.01917,  -0.05290,  -0.02425,   0.01040,  -0.03211,   0.03442,  -0.00993,   0.04875,  -0.00531,   0.00070
   0.04182,  -0.04320,  -0.01455,  -0.02934,   0.03535,  -0.02471,  -0.00531,   0.03627,  -0.04042,   0.04782,  -0.00300,  -0.02610,  -0.05290,   0.05522,  -0.00023,  -0.05613,  -0.04089,   0.03442,   0.05291,  -0.03996,   0.00578,   0.01779,   0.04228,  -0.00901,   0.02796,   0.00948,  -0.01178,   0.05706,   0.05106,  -0.02610,  -0.02148,  -0.02749
  -0.05752,   0.04690,  -0.00161,  -0.03580,   0.01502,  -0.02148,  -0.04135,   0.03304,   0.00717,  -0.00531,  -0.03580,   0.03858,   0.05614,   0.05013,   0.01641,   0.03489,  -0.00947,   0.00948,   0.00670,   0.04921,  -0.01917,   0.01317,   0.03489,   0.02380,   0.01317,  -0.05613,   0.05337,  -0.03257,   0.03951,   0.05660,   0.02980,  -0.01363
  -0.04828,  -0.00623,   0.01641,   0.00023,  -0.04735,   0.05522,   0.05706,  -0.03950,   0.04551,  -0.03442,  -0.02702,  -0.03211,  -0.03580,   0.02149,  -0.04597,  -0.05567,  -0.05244,  -0.00485,  -0.00300,   0.04829,  -0.03950,  -0.00161,  -0.01825,  -0.05521,  -0.00392,  -0.00716,  -0.03072,   0.00254,   0.04736,   0.03766,   0.03997,   0.02796
