   0.03720,  -0.02704,  -0.03998,   0.03489,   0.00161,   0.04413,  -0.05754,  -0.00486,  -0.02426,   0.04829,  -0.03258,   0.01594,  -0.05615,  -0.03443,  -0.04321,  -0.00023,  -0.04552,  -0.02796,   0.03489,  -0.02242,   0.02056,   0.05291,  -0.03351,   0.04182,   0.05476,  -0.05107,   0.00762,   0.05106,  -0.05061,  -0.02519,   0.00947,   0.05014
  -0.01086,  -0.05615,  -0.01271,   0.02472,   0.05753,   0.00855,  -0.04044,  -0.03258,   0.00208,   0.01871,  -0.01595,  -0.00486,  -0.05430,  -0.03258,  -0.00809,   0.05892,   0.05291,  -0.03305,  -0.00670,  -0.03120,  -0.03536,   0.03812,   0.03489,   0.02149,  -0.01364,  -0.01271,   0.02195,   0.01548,   0.04043,   0.02842,  -0.05014,  -0.00208
   0.05106,  -0.02103,  -0.01687,   0.05753,   0.03627,  -0.02288,  -0.05569,  -0.00208,   0.02287,  -0.02565,  -0.02796,   0.03073,  -0.02195,   0.03258,  -0.03073,  -0.00670,   0.01917,  -0.04367,  -0.02889,  -0.00855,  -0.02288,   0.05106,   0.01825,   0.04459,  -0.05477,   0.02241,   0.04552,  -0.02565,   0.00485,   0.04182,   0.00161,  -0.01872
  -0.05754,   0.01224,  -0.00393,  -0.02103,   0.05106,   0.05430,  -0.01548,  -0.02519,   0.05476,   0.03720,  -0.00994,  -0.00717,   0.04875,   0.01363,  -0.05061,  -0.01225,  -0.05477,  -0.01548,   0.03997,  -0.03120,   0.03627,  -0.02195,  -0.05014,   0.04505,  -0.02611,  -0.03351,   0.00392,  -0.02195,  -0.01225,   0.05060,   0.00161,  -0.04968
  -0.01317,  -0.05754,  -0.00809,  -0.02242,   0.01409,  -0.00070,  -0.00301,  -0.04136,   0.05522,   0.02056,  -0.02057,  -0.05661,   0.03951,   0.00855,   0.04274,  -0.01179,  -0.03212,   0.05799,   0.01594,   0.03211,  -0.00994,   0.03997,  -0.02842,  -0.01918,  -0.03073,   0.01964,  -0.05615,   0.03073,   0.03258,   0.04875,   0.05337,  -0.05569
  -0.04090,   0.01548,   0.05661,   0.03165,   0.04690,  -0.02242,   0.03951,   0.02518,   0.02010,   0.04736,   0.03304,  -0.00994,   0.05430,  -0.05153,  -0.04229,   0.03442,  -0.03952,  -0.01918,  -0.01918,  -0.05061,   0.00762,   0.02934,  -0.00855,   0.03858,   0.04921,   0.02796,  -0.00763,   0.02703,   0.01317,  -0.01456,  -0.03536,   0.05199
  -0.00301,  -0.01317,   0.03858,  -0.03536,  -0.05245,  -0.04645,  -0.00347,  -0.01548,  -0.01502,   0.00947,  -0.02334,   0.01132,   0.05661,   0.04136,   0.04690,  -0.01780,   0.01039,  -0.03628,   0.03627,   0.00208,   0.00993,   0.00993,   0.04413,  -0.02195,  -0.01641,  -0.03767,   0.02472,  -0.05153,   0.02102,   0.04967,   0.04783,  -0.05477
   0.02518,  -0.04275,  -0.02704,   0.03627,  -0.03258,  -0.02704,  -0.02842,   0.01455,   0.02056,   0.00624,  -0.01179,  -0.01780,   0.03905,  -0.02981,   0.00115,   0.05892,   0.01086,   0.04413,  -0.00717,   0.04783,   0.05522,  -0.02565,   0.01594,   0.03627,   0.01271,   0.05476,  -0.02195,   0.02287,  -0.04090,  -0.05338,   0.03489,  -0.04090
  -0.03628,   0.00808,  -0.00208,  -0.02473,  -0.01364,  -0.03905,  -0.05384,   0.02241,  -0.04552,   0.00485,   0.04413,   0.05707,   0.02934,  -0.00301,  -0.00624,   0.05106,  -0.00578,   0.03211,  -0.00116,   0.04829,   0.05337,   0.01409,   0.05060,  -0.04830,   0.05383,  -0.03305,  -0.00763,  -0.03120,  -0.04460,  -0.02195,  -0.01502,   0.02010
  -0.00901,   0.03396,   0.02980,  -0.04136,  -0.00855,   0.02102,   0.00208,   0.03951,   0.02703,   0.00670,   0.04043,  -0.03305,  -0.03212,   0.05476,  -0.02288,  -0.04830,   0.03211,  -0.03258,   0.01871,   0.04829,   0.01317,   0.02426,  -0.01641,   0.02980,  -0.01502,  -0.01733,   0.05291,   0.02518,   0.01594,   0.05753,   0.02796,  -0.02473
