  -0.05071,   0.02032,  -0.03637,  -0.02334,  -0.07482,  -0.00249,   0.04769,   0.03335,  -0.00575,   0.07440,  -0.03637,   0.07310,   0.02944,   0.03791,  -0.04745,  -0.02725
   0.07766,  -0.02139,  -0.05071,   0.00794,  -0.04224,  -0.00314,  -0.01617,   0.03791,  -0.05462,  -0.02399,  -0.00966,   0.03596,  -0.02204,  -0.00770,   0.02097,   0.00598
   0.00794,   0.01054,   0.02423,  -0.07743,  -0.06179,   0.01967,   0.00337,  -0.06505,   0.01185,  -0.03768,   0.00924,   0.07180,  -0.02464,   0.01641,   0.06072,   0.03335
   0.03465,   0.03205,   0.01967,   0.03009,   0.01771,  -0.03898,   0.01706,   0.06593,  -0.05853,   0.03139,   0.01119,   0.07571,  -0.08329,   0.03139,  -0.01031,  -0.07156
   0.05681,   0.08222,   0.06137,  -0.03442,   0.06984,  -0.04615,  -0.05657,  -0.06179,  -0.00835,   0.02488,   0.03987,   0.04247,  -0.05397,  -0.04941,   0.01576,   0.03009
  -0.01683,  -0.05201,   0.00533,  -0.07221,   0.05811,   0.07245,   0.08222,   0.00272,  -0.07026,  -0.04550,  -0.01943,  -0.05853,  -0.07352,  -0.06961,   0.01054,  -0.02008
  -0.00901,   0.07896,  -0.05397,  -0.00966,  -0.06048,   0.03530,  -0.00119,   0.04182,   0.02488,  -0.03703,   0.03661,  -0.02725,  -0.05006,   0.02162,   0.01901,   0.02423
   0.03530,   0.08027,  -0.02204,   0.03596,  -0.08068,   0.07766,  -0.02464,   0.05355,  -0.01357,   0.03205,   0.03661,   0.06658,   0.04117,  -0.05918,   0.06007,   0.08092
   0.06072,  -0.01552,  -0.07482,  -0.01748,   0.02097,  -0.02204,   0.00663,  -0.06765,  -0.03833,  -0.07156,  -0.04354,   0.06854,  -0.07417,   0.06007,   0.06789,  -0.04028
  -0.02725,   0.06007,  -0.01161,  -0.03116,  -0.01226,  -0.02008,   0.01445,   0.00403,   0.01250,  -0.03116,   0.04247,  -0.00444,  -0.00444,  -0.06700,  -0.07808,  -0.05527
  -0.05136,   0.01315,  -0.01422,  -0.07547,   0.00207,  -0.05266,   0.07440,  -0.00640,   0.05941,  -0.06505,   0.01445,   0.03661,  -0.01748,  -0.00901,  -0.03051,   0.01901
   0.02944,   0.05746,   0.06267,   0.06723,   0.06072,   0.05029,   0.03856,   0.06267,   0.05160,  -0.07156,  -0.08003,  -0.07352,   0.08092,   0.07571,   0.01510,   0.04573
  -0.07417,  -0.00444,   0.05941,  -0.01617,  -0.06179,  -0.05723,  -0.05071,   0.04899,  -0.01226,   0.05355,  -0.00314,   0.03270,  -0.07873,  -0.00901,   0.07114,  -0.05788
   0.04312,  -0.03116,  -0.01683,  -0.05136,   0.04508,  -0.05853,  -0.05397,   0.06658,  -0.06244,   0.00533,   0.06137,  -0.01943,  -0.03637,   0.06007,  -0.05462,  -0.05983
   0.01706,   0.07505,   0.03987,   0.04312,   0.06919,   0.02227,   0.04964,  -0.02008,   0.03400,  -0.07287,  -0.05592,  -0.06896,   0.01510,   0.08157,  -0.02399,  -0.00119
  -0.08264,  -0.06505,   0.06723,   0.03726,   0.06658,  -0.05983,   0.07375,   0.03921,   0.07440,   0.03791,   0.06984,   0.06984,  -0.03377,  -0.03572,  -0.07417,  -0.01096
  -0.08264,   0.05029,   0.06398,  -0.03703,   0.07245,   0.03074,   0.00142,  -0.08134,   0.03791,  -0.01357,   0.05550,   0.03791,   0.01185,   0.02618,  -0.03768,   0.05290
  -0.02855,  -0.01552,   0.05681,  -0.00379,  -0.06048,  -0.00510,  -0.03442,   0.02488,  -0.04550,   0.05616,   0.00012,   0.02162,   0.00859,   0.07896,  -0.02334,  -0.03637
   0.06723,  -0.04028,   0.05941,   0.00924,   0.00142,   0.05616,   0.00728,   0.07180,  -0.02595,   0.01641,  -0.02855,   0.04508,  -0.07873,  -0.01422,  -0.04224,   0.02032
  -0.00444,   0.07571,   0.04312,   0.01119,   0.07701,  -0.02921,   0.05355,   0.04834,  -0.07743,  -0.04224,  -0.05332,  -0.02855,   0.02488,  -0.06505,  -0.07612,  -0.05723
   0.05876,  -0.06700,  -0.02074,  -0.00053,  -0.02269,   0.07701,  -0.01748,  -0.03768,   0.02488,  -0.04159,  -0.02595,  -0.02204,  -0.08264,   0.07180,  -0.05462,  -0.08329
  -0.03703,  -0.06830,   0.06919,  -0.01552,   0.02292,   0.07766,   0.01054,   0.06919,   0.00272,   0.06528,  -0.05788,   0.06072,  -0.04680,   0.03400,   0.02292,  -0.07417
   0.00728,  -0.07677,  -0.07677,  -0.07482,   0.00663,  -0.06635,  -0.07808,   0.05029,  -0.07612,   0.06072,   0.07310,  -0.05332,  -0.03246,   0.01380,   0.02423,  -0.00705
  -0.06309,  -0.00835,  -0.01943,   0.05160,   0.05094,  -0.05266,   0.03987,  -0.06700,   0.06723,   0.06528,   0.03661,  -0.03181,  -0.05853,   0.06984,   0.02423,   0.05225
  -0.05788,  -0.05983,  -0.06700,   0.03791,  -0.00510,   0.06984,  -0.05527,   0.00728,  -0.07156,   0.03139,   0.06332,  -0.02074,  -0.01617,  -0.05918,   0.06332,  -0.01683
  -0.06961,  -0.01226,  -0.04094,   0.01510,  -0.06048,   0.05550,  -0.03051,   0.07962,   0.04312,  -0.02139,   0.00598,  -0.00314,   0.01706,  -0.06961,   0.08222,   0.06528
  -0.05983,   0.00207,  -0.01552,  -0.00966,   0.07962,  -0.01226,  -0.00249,   0.01315,  -0.07808,  -0.00640,   0.07049,   0.04508,  -0.08003,   0.01315,   0.07896,   0.04508
   0.05485,   0.05811,   0.00924,   0.04508,   0.08027,  -0.07938,   0.05290,  -0.03637,  -0.05071,   0.07245,   0.04964,   0.00859,  -0.05462,   0.00272,   0.01641,  -0.00314
   0.07636,  -0.03833,  -0.00770,   0.05029,  -0.04810,   0.05094,   0.05029,  -0.02139,  -0.06374,   0.03987,   0.00598,  -0.03377,  -0.06570,   0.02553,   0.01510,   0.06072
  -0.04224,   0.02944,  -0.07873,  -0.07417,   0.04703,  -0.03898,   0.05550,   0.05811,   0.05616,  -0.02855,  -0.05201,  -0.07938,  -0.06961,  -0.07156,   0.04052,  -0.03703
